City,Business Type,Company Name,Physical Address,About Section,Website,General Email,General Phone,Personnel 1 Name,Personnel 1 Title,Personnel 1 Email,Personnel 2 Name,Personnel 2 Title,Personnel 2 Email
Huntsville,Engineering,Radiance Technologies,"350 Wynn Dr NW, Huntsville, AL 35805",An employee-owned prime contractor developing defense and intelligence technologies.,https://www.radiancetech.com/,info@radiancetech.com,(256) 704-3400,,,,,,
Huntsville,Engineering,Teledyne Brown Engineering,"300 Sparkman Dr NW, Huntsville, AL 35805","A pioneering Huntsville engineering firm supporting space, defense, and energy sectors.",https://tbe.com/,tbe.info@teledyne.com,(256) 726-1000,,,,,,
Huntsville,Engineering,Torch Technologies,"4035 Chris Dr, Huntsville, AL 35802",A 100% employee-owned company offering engineering and modeling services.,https://www.torchtechnologies.com/,info@torchtechnologies.com,(256) 319-6000,,,,,,
Huntsville,Engineering,nLogic,"4900 Corporate Dr NW, Huntsville, AL 35805",A company providing software and systems engineering to government clients.,https://nlogic.com/,info@nlogic.com,(256) 704-2600,,,,,,
Huntsville,Food/Entertainment,1892 East Restaurant & Tavern,"720 Pratt Ave NE, Huntsville, AL 35801",A restaurant in the historic Five Points district focusing on locally grown ingredients.,http://1892east.com/,info@1892east.com,(256) 489-1242,,,,,,
Huntsville,Food/Entertainment,Campus No. 805,"2620 Clinton Ave W, Huntsville, AL 35805","A converted middle school that now hosts breweries, restaurants, and entertainment venues.",https://campus805.com/,info@campus805.com,(256) 519-6212,,,,,,
Huntsville,Food/Entertainment,Char Restaurant,"931 Bob Wallace Ave SW, Huntsville, AL 35801",A southern-style steakhouse offering prime cuts and seafood in an elegant setting.,https://huntsville.charrestaurant.com/,huntsville@charrestaurant.com,(256) 384-4465,,,,,,
Huntsville,Food/Entertainment,Commerce Kitchen,"300 Franklin St SE, Huntsville, AL 35801",A southern bistro located in a historic bank building downtown.,https://thecommercekitchen.com/,info@thecommercekitchen.com,(256) 382-6622,,,,,,
Huntsville,Food/Entertainment,Cotton Row Restaurant,"100 Southside Sq, Huntsville, AL 35801",Fine dining establishment led by Chef James Boyce serving American cuisine.,https://cottonrowrestaurant.com/,info@cottonrowrestaurant.com,(256) 382-9500,,,,,,
Huntsville,Food/Entertainment,Domaine South,"200 West Side Sq, Huntsville, AL 35801",A wine bar and restaurant overlooking Big Spring Park with a curated menu.,https://www.domainesouth.com/,info@domainesouth.com,(256) 759-9952,,,,,,
Huntsville,Food/Entertainment,Mazzara's Italian Kitchen,"102 Gates Ave SW, Huntsville, AL 35801",Active Italian kitchen serving handmade pasta in the historic Humphreys-Rodgers house.,https://www.churchstreetfamily.com/mazzaras/,info@churchstreetfamily.com,(256) 858-1550,,,,,,
Huntsville,Food/Entertainment,Rosie's Mexican Cantina,"7540 Memorial Pkwy SW, Huntsville, AL 35802",A beloved local institution known for Tex-Mex dishes and a vibrant atmosphere.,http://rosiesmexicancantina.com/,info@rosiesmexicancantina.com,(256) 883-9454,,,,,,
Huntsville,Food/Entertainment,The Bottle,"101 Washington St NE, Huntsville, AL 35801",An upscale downtown eatery specializing in French-influenced Southern dishes.,https://thebottledowntown.com/,info@thebottledowntown.com,(256) 704-5555,,,,,,
Huntsville,Food/Entertainment,The Poppy and Parliament,"117 North Side Sq, Huntsville, AL 35801",An authentic British pub and butcher shop offering traditional English fare.,https://www.thepoppyandparliament.com/,info@thepoppyandparliament.com,(256) 715-7152,,,,,,
Huntsville,Home Services,Annette Hale's Indoor Comfort,"6200 Mastin Lake Rd NW, Huntsville, AL 35810",A long-standing HVAC provider serving the Huntsville area for over 50 years.,https://indoorcomfort.net/,info@indoorcomfort.net,(256) 851-9333,,,,,,
Huntsville,Home Services,Blake Brothers,"4900 Commercial Dr NW, Huntsville, AL 35816","A family-operated company offering heating, cooling, plumbing, and electrical services.",https://blakebrothers.com/,info@blakebrothers.com,(256) 279-6330,,,,,,
Huntsville,Home Services,Bunns & Bennett Heating & Air,"101 Woodson St NW, Huntsville, AL 35801",A specialized HVAC contractor focusing on residential system replacements and repairs.,https://www.bunnsandbennett.com/,info@bunnsandbennett.com,(256) 536-0967,,,,,,
Huntsville,Home Services,Conditioned Air Solutions,"2410 Triana Blvd SW, Huntsville, AL 35805",An HVAC company known for solving complex air quality and temperature issues.,https://conditionedairsolutions.com/,info@conditionedairsolutions.com,(256) 428-1983,,,,,,
Huntsville,Home Services,Garrison & Garrison,"4920 Commercial Dr NW, Huntsville, AL 35816","A voted ""Best of Huntsville"" HVAC dealer providing installation and service.",https://garrisonandgarrison.com/,info@garrisonandgarrison.com,(256) 859-8500,,,,,,
Huntsville,Home Services,H.C. Blake Co.,"307 Clinton Ave W, Huntsville, AL 35801","One of Huntsville's oldest businesses, providing plumbing and HVAC since 1884.",https://www.hcblake.com/,info@hcblake.com,(256) 534-0781,,,,,,
Huntsville,Home Services,"Jackson Plumbing, Heating & Cooling","2309 Starmount Cir SW, Huntsville, AL 35801",A full-service plumbing and HVAC company serving residential clients.,https://jacksonplumbinghuntsville.com/,info@jacksonplumbinghuntsville.com,(256) 355-6629,,,,,,
Huntsville,Home Services,Mr. Electric of Huntsville,"1305 Putman Dr NW, Huntsville, AL 35816",A professional electrical service provider for home and business repairs.,https://mrelectric.com/huntsville,info@mrelectric.com,(256) 464-3250,,,,,,
Huntsville,Home Services,Scout Pest Control,"120 Regent Dr SW, Huntsville, AL 35801",A local pest control service specializing in eco-friendly residential treatments.,https://scoutpestcontrol.com/,office@scoutpestcontrol.com,(256) 216-1088,,,,,,
Huntsville,Home Services,The Southern Scape,"114 Central Ave, Huntsville, AL 35801",A landscape design and build firm creating outdoor living spaces.,https://thesouthernscape.com/,info@thesouthernscape.com,(256) 755-3850,,,,,,
Huntsville,Legal,"Ables, Baxter, Parker & Hall","200 Clinton Ave W, Huntsville, AL 35801",A general practice law firm serving North Alabama for over 50 years.,https://www.ablesbaxter.com/,info@ablesbaxter.com,(256) 533-3740,J. R. Brooks,Shareholder,jbrooks@ablesbaxter.com,Bill Baxter,Shareholder,
Huntsville,Legal,Bradley Arant Boult Cummings LLP,"200 Clinton Ave W #900, Huntsville, AL 35801",A national law firm with a significant presence in Huntsville handling corporate and defense law.,https://www.bradley.com/,info@bradley.com,(256) 517-5100,Frank Caprio,Partner,fcaprio@bradley.com,Warne Heath,Partner,wheath@bradley.com
Huntsville,Legal,"Harrison, Gammons & Rawlinson","2430 L & N Dr SW, Huntsville, AL 35801","A firm specializing in insurance defense, real estate, and general litigation.",https://hgrlaw.com/,info@hgrlaw.com,(256) 533-7711,G. Bartley Loftin,Principal,bart@hgrlaw.com,Matt Harrison,Principal,
Huntsville,Legal,Lanier Ford Shaver & Payne,"2101 Clinton Ave W, Huntsville, AL 35805",One of the largest full-service law firms in North Alabama.,https://www.lanierford.com/,info@lanierford.com,(256) 535-1100,J.R. Brooks,Shareholder,jrb@lanierford.com,George W. Royer,Shareholder,
Huntsville,Legal,"Martinson & Beason, P.C.","115 North Side Sq, Huntsville, AL 35801","A firm focused on personal injury, estate planning, and real estate law.",https://www.martinsonandbeason.com/,info@martinsonandbeason.com,(256) 533-1666,Morris Lilienthal,Shareholder,morris@martinsonandbeason.com,Douglas Martinson,Shareholder,doug@martinsonandbeason.com
Huntsville,Legal,Maynard Nexsen,"655 Gallatin St SW, Huntsville, AL 35801",A national firm with a strong Huntsville office focusing on government solutions and litigation.,https://www.maynardnexsen.com/,info@maynardnexsen.com,(256) 551-0171,Daniel Wilson,Shareholder,dwilson@maynardnexsen.com,Andrew Watson,Shareholder,
Huntsville,Legal,"Morris, King & Hodge, P.C.","200 Clinton Ave W #1000, Huntsville, AL 35801",A prominent personal injury firm representing plaintiffs in accident cases.,https://www.mkhlawyers.com/,mkh@mkhlawyers.com,(256) 536-0588,Harvey Morris,Partner,hmorris@mkhlawyers.com,David Hodge,Partner,dhodge@mkhlawyers.com
Huntsville,Legal,"Siniard, Timberlake & League","125 Holmes Ave NW, Huntsville, AL 35801",A plaintiff's firm handling personal injury and workers' compensation cases.,https://www.law-injury.com/,info@law-injury.com,(256) 536-0770,Tommy Siniard,Partner,,Michael Timberlake,Partner,
Huntsville,Legal,"Wilmer & Lee, P.A.","100 Washington St NE, Huntsville, AL 35801",A business-oriented law firm assisting clients with corporate and litigation needs.,https://wilmerlee.com/,info@wilmerlee.com,(256) 533-0202,Robert Lockwood,Shareholder,rlockwood@wilmerlee.com,Richard Raleigh,Shareholder,
Huntsville,Legal,"Wolfe, Jones, Wolfe, Hancock, Daniel & South","905 Bob Wallace Ave SW, Huntsville, AL 35801",A general civil practice firm handling commercial and family law matters.,https://www.wolfejones.com/,info@wolfejones.com,(256) 534-2205,Brian Hancock,Partner,bhancock@wolfejones.com,Keith Daniel,Partner,
Huntsville,Medical,Alabama Colon & Rectal Institute,"1104 Monroe St SW, Huntsville, AL 35801",A specialty clinic focused on the treatment of colon and rectal diseases.,https://acrilpc.com/,info@acrilpc.com,(256) 533-6070,Dr. J. Scott Thomas,Surgeon,,Dr. Starr Mautner,Surgeon,
Huntsville,Medical,Alabama Vision Center,"401 Meridian St N, Huntsville, AL 35801",A comprehensive eye care facility offering LASIK and cataract surgery.,https://alabamavisioncenter.com/,info@alabamavisioncenter.com,(256) 534-2020,Dr. Robert R. Bloom,Ophthalmologist,,Dr. Bethany Harrington,Ophthalmologist,
Huntsville,Medical,Center for Cancer Care,"201 Sivley Rd SW, Huntsville, AL 35801",An oncology center providing advanced radiation therapy and patient support.,https://www.ccchuntsville.com/,info@ccchuntsville.com,(256) 327-5800,Dr. Hoyt A. Grafton,Radiation Oncologist,,Dr. Traci Hughes,Radiation Oncologist,
Huntsville,Medical,Clinic for Women,"910 Adams St SE, Huntsville, AL 35801",A specialized OB-GYN practice serving the women of Huntsville since 1977.,https://clinicforwomen.com/,info@clinicforwomen.com,(256) 533-7420,Dr. Joseph C. Lee,Physician,,Dr. Sharon E. Callison,Physician,
Huntsville,Medical,"Dunagan, Yates & Alison Plastic Surgery","4820 Whitesburg Dr, Huntsville, AL 35802",A cosmetic and reconstructive surgery practice with an on-site med spa.,https://dyaplasticsurgery.com/,info@dyaplasticsurgery.com,(256) 536-4448,Dr. William Yates,Plastic Surgeon,,Dr. David Durst,Plastic Surgeon,
Huntsville,Medical,Gleneagles Family Medicine,"810 Franklin St SE, Huntsville, AL 35801",A family medicine practice providing primary care for all ages.,https://gleneaglesfamilymedicine.com/,info@gleneaglesfamilymedicine.com,(256) 539-9370,Dr. David Hanson,Physician,,Dr. H. Evan Johnson,Physician,
Huntsville,Medical,Huntsville Family Medicine,"301 Governors Dr SW, Huntsville, AL 35801",A primary care clinic located near the hospital district.,https://huntsvillefamilymedicine.com/,info@huntsvillefamilymedicine.com,(256) 533-5211,Dr. P. Michael Caruso,Physician,,Dr. John R. Pearsall,Physician,
Huntsville,Medical,Innova Primary Care,"460 Lanier Rd, Huntsville, AL 35806",A modern primary care facility focusing on wellness and preventative medicine.,https://innovaprimarycare.com/,info@innovaprimarycare.com,(256) 882-1907,Dr. David L. Francis,Physician,,Dr. Hayley DeGraaff,Physician,
Huntsville,Medical,SportsMED Orthopedic Surgery,"4715 Whitesburg Dr, Huntsville, AL 35802",A large orthopedic practice specializing in sports medicine and joint replacement.,https://sportsmedlink.com/,info@sportsmedlink.com,(256) 881-5151,Dr. Eric Janssen,Orthopedic Surgeon,,Dr. Troy Layton,Orthopedic Surgeon,
Huntsville,Medical,The Orthopaedic Center (TOC),"927 Franklin St SE, Huntsville, AL 35801","A leading orthopedic center offering spine, joint, and trauma care.",https://visittoc.com/,info@visittoc.com,(256) 539-2728,Dr. Michael Cantrell,Orthopedic Surgeon,,Dr. Brian Carter,Orthopedic Surgeon,
